msg973/\Graham Barr/\ September 10, 1999 05:20
msg975/\Nick Ing-Simmons/\ September 10, 1999 05:55
msg980/\Graham Barr/\ September 10, 1999 06:27
msg956/\Larry Wall/\ September  9, 1999 19:53
msg957/\Graham Barr/\ September  9, 1999 20:02
msg950/\Ilya Zakharevich/\ September  9, 1999 19:11
msg953/\Graham Barr/\ September  9, 1999 19:38
msg958/\Ilya Zakharevich/\ September  9, 1999 21:23
msg968/\Nick Ing-Simmons/\ September 10, 1999 04:49
msg972/\Graham Barr/\ September 10, 1999 05:19
msg987/\Nick Ing-Simmons/\ September 10, 1999 07:08
msg992/\Graham Barr/\ September 10, 1999 08:34
msg1054/\Nick Ing-Simmons/\ September 12, 1999 17:24
msg1003/\Graham Barr/\ September 10, 1999 11:38
msg1017/\Nick Ing-Simmons/\ September 11, 1999 00:54
msg1008/\Ilya Zakharevich/\ September 10, 1999 14:45
msg1012/\Graham Barr/\ September 10, 1999 17:34
msg1015/\Ilya Zakharevich/\ September 11, 1999 00:50
msg1022/\Graham Barr/\ September 11, 1999 06:27
msg1027/\Mark Mielke/\ September 11, 1999 12:03
msg998/\Graham Barr/\ September 10, 1999 09:58
msg1016/\Nick Ing-Simmons/\ September 11, 1999 00:54
msg908/\Larry Wall/\ September  9, 1999 14:37
msg1049/\Nick Ing-Simmons/\ September 12, 1999 16:59
msg922/\Ilya Zakharevich/\ September  9, 1999 15:58
msg932/\Larry Wall/\ September  9, 1999 16:27
msg937/\Ilya Zakharevich/\ September  9, 1999 16:39
msg866/\Larry Wall/\ September  9, 1999 09:44
msg1048/\Nick Ing-Simmons/\ September 12, 1999 16:12
msg1031/\Ilya Zakharevich/\ September 11, 1999 13:48
msg1034/\Nick Ing-Simmons/\ September 12, 1999 02:51
msg1040/\Ilya Zakharevich/\ September 12, 1999 13:11
msg1085/\Mark Mielke/\ September 13, 1999 11:00
msg1086/\Dan Sugalski/\ September 13, 1999 11:08
msg1087/\Nick Ing-Simmons/\ September 13, 1999 11:15
msg1093/\Dan Sugalski/\ September 13, 1999 12:54
msg1119/\Graham Barr/\ September 13, 1999 17:15
msg1094/\Dan Sugalski/\ September 13, 1999 13:32
msg1117/\Graham Barr/\ September 13, 1999 17:15
msg1149/\Nick Ing-Simmons/\ September 14, 1999 02:24
msg1169/\Larry Wall/\ September 14, 1999 08:58
msg1185/\Mark Mielke/\ September 14, 1999 11:20
msg1201/\Nick Ing-Simmons/\ September 14, 1999 13:42
msg1206/\Larry Wall/\ September 14, 1999 14:02
msg1208/\Ilya Zakharevich/\ September 14, 1999 16:20
msg1209/\Larry Wall/\ September 14, 1999 17:42
msg1243/\Mark Mielke/\ September 15, 1999 11:26
msg1244/\Larry Wall/\ September 15, 1999 11:59
msg1245/\Mark Mielke/\ September 15, 1999 12:21
msg1231/\Nick Ing-Simmons/\ September 15, 1999 06:46
msg1210/\Ilya Zakharevich/\ September 14, 1999 18:21
msg1212/\Larry Wall/\ September 14, 1999 18:27
msg1222/\Ilya Zakharevich/\ September 15, 1999 00:40
msg1205/\Mark Mielke/\ September 14, 1999 13:57
msg1289/\Stephen Zander/\ September 17, 1999 09:19
msg1099/\Dan Sugalski/\ September 13, 1999 14:03
msg1116/\Graham Barr/\ September 13, 1999 17:15
msg1150/\Nick Ing-Simmons/\ September 14, 1999 02:44
msg1196/\Ilya Zakharevich/\ September 14, 1999 13:14
msg1200/\Nick Ing-Simmons/\ September 14, 1999 13:35
msg1204/\Mark Mielke/\ September 14, 1999 13:57
msg1202/\Ilya Zakharevich/\ September 14, 1999 13:44
msg1095/\Nick Ing-Simmons/\ September 13, 1999 13:33
msg1090/\Mark Mielke/\ September 13, 1999 12:10
msg1120/\Graham Barr/\ September 13, 1999 17:15
msg1092/\Nick Ing-Simmons/\ September 13, 1999 12:43
msg1097/\Ilya Zakharevich/\ September 13, 1999 13:47
msg1107/\Tim Bunce/\ September 13, 1999 14:57
msg1109/\Mark Mielke/\ September 13, 1999 15:32
msg1112/\Ilya Zakharevich/\ September 13, 1999 16:28
msg1115/\Mark Mielke/\ September 13, 1999 17:13
msg1124/\Ilya Zakharevich/\ September 13, 1999 17:55
msg1125/\Mark Mielke/\ September 13, 1999 18:26
msg1131/\Ilya Zakharevich/\ September 13, 1999 20:42
msg1135/\Mark Mielke/\ September 13, 1999 21:37
msg1156/\Nick Ing-Simmons/\ September 14, 1999 03:58
msg1184/\Mark Mielke/\ September 14, 1999 11:08
msg1190/\Nick Ing-Simmons/\ September 14, 1999 12:02
msg1198/\Mark Mielke/\ September 14, 1999 13:30
msg1203/\Larry Wall/\ September 14, 1999 13:55
msg1194/\Ilya Zakharevich/\ September 14, 1999 13:12
msg1134/\Mark Mielke/\ September 13, 1999 21:27
msg1140/\Ilya Zakharevich/\ September 13, 1999 23:07
msg1183/\Mark Mielke/\ September 14, 1999 10:53
msg1288/\Chaim Frenkel/\ September 17, 1999 08:42
msg1292/\Ilya Zakharevich/\ September 17, 1999 11:02
msg1293/\Mark Mielke/\ September 17, 1999 11:58
msg1118/\Graham Barr/\ September 13, 1999 17:15
msg1148/\Nick Ing-Simmons/\ September 14, 1999 02:20
msg1127/\Stephen Zander/\ September 13, 1999 19:59
msg1155/\Nick Ing-Simmons/\ September 14, 1999 03:35
msg1130/\Ilya Zakharevich/\ September 13, 1999 20:31
msg1162/\Stephen Zander/\ September 14, 1999 07:50
msg1171/\Nick Ing-Simmons/\ September 14, 1999 09:13
msg1102/\Mark Mielke/\ September 13, 1999 14:30
msg1110/\Larry Wall/\ September 13, 1999 15:57
msg1111/\Ilya Zakharevich/\ September 13, 1999 16:24
msg1104/\Mark-Jason Dominus/\ September 13, 1999 14:47
msg1103/\Tom Christiansen/\ September 13, 1999 14:40
msg1108/\Mark Mielke/\ September 13, 1999 15:11
msg1145/\Nick Ing-Simmons/\ September 14, 1999 01:06
msg878/\Nick Ing-Simmons/\ September  9, 1999 10:55
msg883/\Larry Wall/\ September  9, 1999 12:22
msg1052/\Nick Ing-Simmons/\ September 12, 1999 16:59
msg907/\Larry Wall/\ September  9, 1999 14:33
msg1055/\Nick Ing-Simmons/\ September 12, 1999 17:24
msg917/\Larry Wall/\ September  9, 1999 15:22
msg889/\Gurusamy Sarathy/\ September  9, 1999 12:51
msg1056/\Nick Ing-Simmons/\ September 12, 1999 17:25
msg911/\Gurusamy Sarathy/\ September  9, 1999 14:51
msg1018/\Nick Ing-Simmons/\ September 11, 1999 00:55
msg924/\Gurusamy Sarathy/\ September  9, 1999 15:58
msg962/\Nick Ing-Simmons/\ September 10, 1999 02:00
msg963/\Ilya Zakharevich/\ September 10, 1999 02:39
msg970/\Nick Ing-Simmons/\ September 10, 1999 05:05
msg1025/\Gisle Aas/\ September 11, 1999 08:38
msg869/\Larry Wall/\ September  9, 1999 10:02
msg705/\Gurusamy Sarathy/\ September  7, 1999 19:29
msg702/\Gurusamy Sarathy/\ September  7, 1999 17:15
msg316/\thospel/\ August 31, 1999 21:07
msg319/\Ilya Zakharevich/\ August 31, 1999 23:33
msg341/\thospel/\ September  1, 1999 12:34
msg346/\Ilya Zakharevich/\ September  1, 1999 13:40
msg402/\Larry Wall/\ September  2, 1999 17:18
msg264/\Raphael Manfredi/\ August 31, 1999 02:10
msg252/\Russ Allbery/\ August 30, 1999 22:06
msg300/\thospel/\ August 31, 1999 13:35
msg301/\thospel/\ August 31, 1999 14:12
msg223/\Ilya Zakharevich/\ August 30, 1999 12:46
msg214/\Nick Ing-Simmons/\ August 30, 1999 10:10
msg224/\Ilya Zakharevich/\ August 30, 1999 12:49
msg236/\Nick Ing-Simmons/\ August 30, 1999 14:59
msg244/\Ilya Zakharevich/\ August 30, 1999 16:36
msg130/\andreas.koenig/\ August 29, 1999 11:54
msg133/\Ilya Zakharevich/\ August 29, 1999 12:45
msg208/\Gurusamy Sarathy/\ August 30, 1999 08:30
msg221/\Ilya Zakharevich/\ August 30, 1999 11:51
msg177/\Ilya Zakharevich/\ August 29, 1999 19:31
msg46/\Ask Bjoern Hansen/\ August 27, 1999 22:40
msg49/\pvhp/\ August 27, 1999 22:56
msg44/\Ilya Zakharevich/\ August 27, 1999 22:26
msg45/\Tom Christiansen/\ August 27, 1999 22:36
msg54/\Ilya Zakharevich/\ August 28, 1999 01:11
msg62/\Tom Christiansen/\ August 28, 1999 07:43
msg117/\Rick Delaney/\ August 29, 1999 08:58
msg70/\Tom Christiansen/\ August 28, 1999 08:31
msg1335/\Gurusamy Sarathy/\ September 20, 1999 09:46
msg1336/\Tom Christiansen/\ September 20, 1999 09:50
msg98997/\Nicholas Clark/\ March 17, 2005 08:27
msg33/\pvhp/\ August 27, 1999 18:51
msg50/\pvhp/\ August 27, 1999 22:56
msg51/\pvhp/\ August 27, 1999 23:03
msg232/\Jarkko Hietaniemi/\ August 30, 1999 13:52
msg42/\Ilya Zakharevich/\ August 27, 1999 22:18
msg20/\Russ Allbery/\ August 27, 1999 16:53
msg212/\mengel/\ August 30, 1999 09:08
msg85/\Tuomas J. Lukka/\ August 28, 1999 14:19
msg15/\Tom Christiansen/\ August 27, 1999 16:13
msg28349/\fhirsch/\ January  5, 2001 07:46
msg28363/\Alan Burlison/\ January  5, 2001 09:10
msg14869/\Hugo/\ July 18, 2000 12:10
msg59/\Matt Sergeant/\ August 28, 1999 03:40
msg21/\Adam Turoff/\ August 27, 1999 17:02
msg58/\JVromans/\ August 28, 1999 02:38
msg65/\Tom Christiansen/\ August 28, 1999 07:48
msg23/\Adam Turoff/\ August 27, 1999 17:46
msg36/\Tom Christiansen/\ August 27, 1999 20:27
msg25/\Tom Christiansen/\ August 27, 1999 17:51
msg27/\Adam Turoff/\ August 27, 1999 18:06
msg12/\Ilya Zakharevich/\ August 27, 1999 16:04
msg39/\Ilya Zakharevich/\ August 27, 1999 21:31
msg38/\Tom Christiansen/\ August 27, 1999 21:26
msg41/\Ilya Zakharevich/\ August 27, 1999 22:04
msg43/\Tom Christiansen/\ August 27, 1999 22:20
msg47/\Ilya Zakharevich/\ August 27, 1999 22:45
msg48/\Tom Christiansen/\ August 27, 1999 22:51
msg53/\Ilya Zakharevich/\ August 28, 1999 01:09
msg83/\Tom Christiansen/\ August 28, 1999 14:03
msg79/\Tom Christiansen/\ August 28, 1999 13:46
msg80/\Ilya Zakharevich/\ August 28, 1999 13:58
msg82/\Tom Christiansen/\ August 28, 1999 14:01
msg81/\Tom Christiansen/\ August 28, 1999 14:00
msg61/\Tom Christiansen/\ August 28, 1999 07:40
msg14/\Tom Christiansen/\ August 27, 1999 16:09
msg10/\Russ Allbery/\ August 27, 1999 16:02
msg19/\Russ Allbery/\ August 27, 1999 16:41
msg11/\Tom Christiansen/\ August 27, 1999 16:04
msg16/\Russ Allbery/\ August 27, 1999 16:15
msg17/\Tom Christiansen/\ August 27, 1999 16:16
msg9/\Gurusamy Sarathy/\ August 27, 1999 15:54
msg18/\Graham Barr/\ August 27, 1999 16:22
msg32/\Graham Barr/\ August 27, 1999 18:31
msg22/\Graham Barr/\ August 27, 1999 17:28
msg28/\Gurusamy Sarathy/\ August 27, 1999 18:07
msg30/\Graham Barr/\ August 27, 1999 18:22
msg31/\Graham Barr/\ August 27, 1999 18:28
msg58601/\Johan Vromans/\ May  6, 2002 01:50
msg7/\Ed Peschko/\ August 27, 1999 15:22
msg13/\Ilya Zakharevich/\ August 27, 1999 16:06
msg34/\Ed Peschko/\ August 27, 1999 19:47
msg40/\Ilya Zakharevich/\ August 27, 1999 21:31
msg37/\Ed Peschko/\ August 27, 1999 21:13
msg8/\Tom Christiansen/\ August 27, 1999 15:51
msg35/\Ed Peschko/\ August 27, 1999 19:55
msg315/\Steve Fink/\ August 31, 1999 20:29
msg317/\Ilya Zakharevich/\ August 31, 1999 22:23
msg339/\Steve Fink/\ September  1, 1999 12:20
msg342/\Ilya Zakharevich/\ September  1, 1999 12:45
msg344/\Larry Wall/\ September  1, 1999 13:03
msg383/\Steve Fink/\ September  2, 1999 11:59
msg408/\Tom Christiansen/\ September  2, 1999 20:07
msg461/\Steve Fink/\ September  3, 1999 12:35
msg465/\Ilya Zakharevich/\ September  3, 1999 13:53
msg384/\Joshua N Pritikin/\ September  2, 1999 12:10
msg393/\Steve Fink/\ September  2, 1999 14:46
msg427/\Rujith de Silva/\ September  3, 1999 06:14
msg347/\Ilya Zakharevich/\ September  1, 1999 14:27
msg375/\Raphael Manfredi/\ September  2, 1999 10:15
msg401/\Tom Hughes/\ September  2, 1999 16:56
msg529/\Benjamin Stuhl/\ September  4, 1999 19:20
msg615/\Larry Wall/\ September  5, 1999 21:59
msg328/\Redford, John/\ September  1, 1999 05:50
msg6/\Adam Turoff/\ August 27, 1999 15:08
msg55/\Mark Mielke/\ August 28, 1999 01:21
msg67/\Tom Christiansen/\ August 28, 1999 08:08
msg63/\Tom Christiansen/\ August 28, 1999 07:44
msg57/\Russ Allbery/\ August 28, 1999 01:44
msg52/\Matt Sergeant/\ August 28, 1999 00:56
msg66/\Tom Christiansen/\ August 28, 1999 08:04
msg74/\Matt Sergeant/\ August 28, 1999 12:22
msg75/\Tom Christiansen/\ August 28, 1999 12:41
msg56/\Mark Mielke/\ August 28, 1999 01:21
msg68/\Chris Nandor/\ August 28, 1999 08:14
msg69/\Tom Christiansen/\ August 28, 1999 08:21
msg64/\Tom Christiansen/\ August 28, 1999 07:47
msg88/\Tuomas J. Lukka/\ August 28, 1999 14:38
msg89/\Tom Christiansen/\ August 28, 1999 14:43
msg119/\Tuomas J. Lukka/\ August 29, 1999 09:44
msg179/\Russ Allbery/\ August 29, 1999 19:37
msg5/\Larry Wall/\ August 27, 1999 15:04
msg26/\Nick Ing-Simmons/\ August 27, 1999 18:04
msg226/\Mark Mielke/\ August 30, 1999 13:11
msg238/\Tom Christiansen/\ August 30, 1999 15:16
msg240/\Nick Ing-Simmons/\ August 30, 1999 15:26
msg265/\Tom Horsley/\ August 31, 1999 04:14
msg239/\Mark Mielke/\ August 30, 1999 15:22
msg237/\Nick Ing-Simmons/\ August 30, 1999 15:10
msg229/\Chris Nandor/\ August 30, 1999 13:20
msg193/\Tom Horsley/\ August 30, 1999 04:53
msg273/\Robin Berjon/\ August 31, 1999 06:10
msg210/\Chris Nandor/\ August 30, 1999 08:52
msg203/\Russ Allbery/\ August 30, 1999 07:46
msg29/\Nick Ing-Simmons/\ August 27, 1999 18:12
msg98286/\Yitzchak Scott-Thoennes/\ February  8, 2005 13:46
msg98361/\Mike Giroux/\ February 14, 2005 07:34
msg98297/\Reini Urban/\ February  9, 2005 09:38
msg98288/\Yitzchak Scott-Thoennes/\ February  8, 2005 14:08
msg98328/\Yitzchak Scott-Thoennes/\ February 10, 2005 20:05
msg98330/\H.Merijn Brand/\ February 11, 2005 02:00
msg98393/\Yitzchak Scott-Thoennes/\ February 15, 2005 20:45
msg98408/\Rafael Garcia-Suarez/\ February 16, 2005 05:47
msg98338/\Reini Urban/\ February 11, 2005 11:09
msg98339/\Yitzchak Scott-Thoennes/\ February 11, 2005 11:21
msg98346/\Rafael Garcia-Suarez/\ February 12, 2005 08:54
msg7720/\Alan Burlison/\ February 21, 2000 15:44
msg75018/\KeepOutBytez/\ May  1, 2003 08:07
msg7721/\Ilya Zakharevich/\ February 21, 2000 15:59
msg7747/\Alan Burlison/\ February 22, 2000 04:35
msg7776/\Ilya Zakharevich/\ February 22, 2000 12:00
msg7786/\Alan Burlison/\ February 22, 2000 13:33
msg7788/\Ilya Zakharevich/\ February 22, 2000 13:39
msg7795/\Ilya Zakharevich/\ February 22, 2000 19:36
msg7791/\Alan Burlison/\ February 22, 2000 15:29
msg7782/\Alan Burlison/\ February 22, 2000 12:30
msg7783/\Alan Burlison/\ February 22, 2000 12:43
msg7779/\Alan Burlison/\ February 22, 2000 12:04
msg4/\Bart Serto/\ August 27, 1999 15:00
msg3/\Larry Wall/\ August 27, 1999 14:59
msg2/\Ask Bjoern Hansen/\ August 19, 1999 20:38
msg31118/\David Grove/\ February 19, 2001 18:14
msg5474/\richard_and_joy/\ January 12, 2000 11:59
msg5506/\Larry Wall/\ January 12, 2000 15:30
msg5534/\Andy Dougherty/\ January 13, 2000 06:34
msg5525/\Richard Foley/\ January 13, 2000 00:18
msg24/\Ask Bjoern Hansen/\ August 27, 1999 17:47
msg1/\perlmail/\ August 19, 1999 19:23
msg5071/\andreas.koenig/\ January  3, 2000 01:19
msg5082/\Gurusamy Sarathy/\ January  3, 2000 10:38
msg5091/\andreas.koenig/\ January  4, 2000 02:20
msg2530/\Jarkko Hietaniemi/\ October 19, 1999 02:51
msg2595/\Stephen Zander/\ October 19, 1999 21:11
